Clutter Class,Path Loss (DL) (dB),Best Server,Transmitter_X,Transmitter_Y,User_X,User_Y,Max_Power,Transmitter_Height,Transmitter_Azimuth,Transmitter_Mechanical_Downtilt,Antenna_Gain,Antenna_Horizontal_Half-power_Beamwidth,Antenna_Vertical_Half-power_Beamwidth,Frequency,Horizontal_Attenuation,Vertical_Attenuation,User_Azimuth,User_Downtilt,User_Height,RSRP,Distance_euclid
7 - dense_urban,123.11,Site2_1,595886.47,5634321.74,595891,5634427,43,14,0,4,8,65,6,3300,0.05,0.05,182.7,-8.9,1.5,-90.51,105.3574321
11 - open_in_urban,124.54,Site6_1,595864.14,5633631.83,595806,5633763,43,14,0,9,8,65,6,3300,0.23,0.23,156.1,-5,1.5,-89.79,143.4776237
1 - open,116.25,Site7_3,596216.91,5633488.93,596195,5633395,47,23,240,3,8,65,6,3300,0.03,0.03,13.2,-5.6,1.5,-81.62,96.45150595
1 - open,127.91,Site7_1,596216.91,5633488.93,596177,5633656,44,15,0,6,8,65,6,3300,0.1,0.1,166.5,-4.5,1.5,-93.09,171.7707571
11 - open_in_urban,111.92,Site1_2,595522.53,5634212.34,595593,5634106,43,15,146,3,8,65,6,3300,0.03,0.03,326.6,-7,1.5,-79.77,127.5704374
19 - high_buildings,95.81,Site6_3,595864.14,5633631.83,595854,5633619,43,20,240,4,8,65,6,3300,0.05,0.05,37.6,27.4,1.5,-66.82,16.35324127
7 - dense_urban,79.42,Site1_1,595522.53,5634212.34,595542,5634252,47,20,0,2,8,65,6,3300,0.01,0.01,205.4,-5.8,1.5,-44.81,44.18140446
15 - dense_residential,55.22,Site1_2,595522.53,5634212.34,595530,5634205,43,15,146,3,8,65,6,3300,0.03,0.03,315,-24.4,1.5,-29.19,10.47265487
12 - parks_in_urban,112.48,Site7_3,596216.91,5633488.93,596109,5633466,47,23,240,3,8,65,6,3300,0.03,0.03,78,-3.4,1.5,-77.49,110.3193229
15 - dense_residential,90.83,Site3_1,595774.83,5633884.13,595770,5633908,45,15,0,2,8,65,6,3300,0.01,0.01,168.2,-59.4,1.5,-68.35,24.35376357
1 - open,101.67,Site7_3,596216.91,5633488.93,596226,5633441,47,23,240,3,8,65,6,3300,0.03,0.03,349.4,-14.4,1.5,-70.13,48.784352
11 - open_in_urban,112.64,Site6_1,595864.14,5633631.83,595928,5633706,43,14,0,9,8,65,6,3300,0.23,0.23,220.9,-7.3,1.5,-81.46,97.87383971
7 - dense_urban,118.53,Site2_1,595886.47,5634321.74,595884,5634394,43,14,0,4,8,65,6,3300,0.05,0.05,178.4,-12.9,1.5,-87.15,72.30220259
19 - high_buildings,111.17,Site3_3,595774.83,5633884.13,595705,5633884,49,17,240,3,8,65,6,3300,0.03,0.03,90,-14.8,1.5,-79.57,69.83012101
1 - open,123.6,Site1_3,595522.53,5634212.34,595404,5634257,48,13,240,1,8,65,6,3300,0,0,110.7,-6.1,1.5,-88.67,126.6644248
7 - dense_urban,109.67,Site1_2,595522.53,5634212.34,595736,5634045,43,15,146,3,8,65,6,3300,0.03,0.03,308.1,1.2,1.5,-75.21,271.2418045
11 - open_in_urban,121.21,Site3_2,595774.83,5633884.13,595948,5633769,49,30,120,5,8,65,6,3300,0.07,0.07,303.6,-16.5,1.5,-88.81,207.94895
7 - dense_urban,80.02,Site1_1,595522.53,5634212.34,595551,5634238,47,20,0,2,8,65,6,3300,0.01,0.01,227.1,5.2,1.5,-46.97,38.32722922
19 - high_buildings,110.47,Site1_2,595522.53,5634212.34,595663,5634157,43,15,146,3,8,65,6,3300,0.03,0.03,291.4,5.1,1.5,-78.57,150.9779338
19 - high_buildings,126.74,Site4_1,596192.35,5634069.44,596108,5634158,41,18,0,2,8,65,6,3300,0.01,0.01,136.7,5.4,1.5,-93.33,122.3020691
19 - high_buildings,109.65,Site5_3,596165.56,5633716.67,596039,5633711,47,13,240,8,8,65,6,3300,0.18,0.18,87.3,8.3,1.5,-77.4,126.6869468
19 - high_buildings,114.98,Site6_1,595864.14,5633631.83,595862,5633707,43,14,0,9,8,65,6,3300,0.23,0.23,178.5,18.1,1.5,-88.27,75.20045545
7 - dense_urban,113.78,Site8_1,595922.19,5634056.05,595894,5634433,46,22,0,2,8,65,6,3300,0.01,0.01,175.8,-2,1.5,-80.39,378.0026172
7 - dense_urban,112.39,Site2_3,595886.47,5634321.74,595705,5634221,44,20,240,5,8,65,6,3300,0.07,0.07,60.8,-4.6,1.5,-80.38,207.5570006
11 - open_in_urban,122.12,Site5_1,596165.56,5633716.67,596099,5633867,49,30,0,7,8,65,6,3300,0.14,0.14,155.9,-9.8,1.5,-87.54,164.4060294
11 - open_in_urban,116.28,Site4_1,596192.35,5634069.44,596139,5634096,41,18,0,2,8,65,6,3300,0.01,0.01,117,-15.5,1.5,-84.03,59.5957725
1 - open,110.15,Site2_3,595886.47,5634321.74,595721,5634109,44,20,240,5,8,65,6,3300,0.07,0.07,37.8,-7.3,1.5,-75.29,269.5155441
19 - high_buildings,112.96,Site8_3,595922.19,5634056.05,595710,5633914,43,16,240,0,8,65,6,3300,0,0,56.2,2.4,1.5,-79.77,255.3483867
19 - high_buildings,119,Site3_3,595774.83,5633884.13,595714,5633892,49,17,240,3,8,65,6,3300,0.03,0.03,97.5,-14.1,1.5,-87.4,61.33698558
7 - dense_urban,111.49,Site4_1,596192.35,5634069.44,596221,5634189,41,18,0,2,8,65,6,3300,0.01,0.01,193.6,2.1,1.5,-77.17,122.9447685
7 - dense_urban,91,Site1_1,595522.53,5634212.34,595523,5634230,47,20,0,2,8,65,6,3300,0.01,0.01,180,-14,1.5,-59.92,17.66625314
15 - dense_residential,125.65,Site7_2,596216.91,5633488.93,596271,5633420,45,30,120,7,8,65,6,3300,0.14,0.14,322,-13.8,1.5,-91.14,87.61890778
7 - dense_urban,116.49,Site2_3,595886.47,5634321.74,595779,5634367,44,20,240,5,8,65,6,3300,0.07,0.07,112.8,-11.4,1.5,-81.79,116.6116139
19 - high_buildings,123.87,Site3_2,595774.83,5633884.13,595777,5633781,49,30,120,5,8,65,6,3300,0.07,0.07,358.9,-11.3,1.5,-89.23,103.1528274
1 - open,87.36,Site7_1,596216.91,5633488.93,596219,5633491,44,15,0,6,8,65,6,3300,0.1,0.1,225,-78.2,1.5,-55.48,2.941598205
19 - high_buildings,122.48,Site1_2,595522.53,5634212.34,595568,5633966,43,15,146,3,8,65,6,3300,0.03,0.03,349.6,2.6,1.5,-88.55,250.5013303
19 - high_buildings,119.89,Site3_2,595774.83,5633884.13,595754,5633789,49,30,120,5,8,65,6,3300,0.07,0.07,12.5,-11.9,1.5,-86.03,97.38380666
1 - open,109.81,Site3_3,595774.83,5633884.13,595754,5633887,49,17,240,3,8,65,6,3300,0.03,0.03,98.1,-66.4,1.5,-79.43,21.02678768
7 - dense_urban,94.97,Site8_1,595922.19,5634056.05,595872,5634331,46,22,0,2,8,65,6,3300,0.01,0.01,169.7,-1.9,1.5,-60.43,279.4933606
11 - open_in_urban,114.68,Site1_1,595522.53,5634212.34,595615,5634273,47,20,0,2,8,65,6,3300,0.01,0.01,236.5,-10.5,1.5,-80.13,110.5908518
19 - high_buildings,120.62,Site6_3,595864.14,5633631.83,595812,5633614,43,20,240,4,8,65,6,3300,0.05,0.05,70.9,21.3,1.5,-94.6,55.10434193
7 - dense_urban,119.95,Site2_1,595886.47,5634321.74,595812,5634386,43,14,0,4,8,65,6,3300,0.05,0.05,130.9,-8.4,1.5,-85.54,98.36223106
15 - dense_residential,117.32,Site8_3,595922.19,5634056.05,595727,5633889,43,16,240,0,8,65,6,3300,0,0,49.4,-3.2,1.5,-82.9,256.9140685
7 - dense_urban,117.38,Site1_2,595522.53,5634212.34,595643,5633998,43,15,146,3,8,65,6,3300,0.03,0.03,330.7,-0.6,1.5,-84.16,245.8752865
7 - dense_urban,120.98,Site2_3,595886.47,5634321.74,595663,5634038,44,20,240,5,8,65,6,3300,0.07,0.07,38.1,-2.6,1.5,-86.63,361.1747894
1 - open,98.72,Site4_3,596192.35,5634069.44,596188,5634030,43,10,240,4,8,65,6,3300,0.05,0.05,5.9,-12.2,1.5,-65.25,39.67916456
7 - dense_urban,112.67,Site8_3,595922.19,5634056.05,595704,5633892,43,16,240,0,8,65,6,3300,0,0,53,-0.3,1.5,-78.67,272.9821947
1 - open,130.74,Site5_3,596165.56,5633716.67,595963,5633674,47,13,240,8,8,65,6,3300,0.18,0.18,78,-3.2,1.5,-95.76,207.0055132
19 - high_buildings,116.35,Site3_2,595774.83,5633884.13,595776,5633768,49,30,120,5,8,65,6,3300,0.07,0.07,359.5,-11.9,1.5,-81.84,116.1358937
1 - open,117.24,Site5_2,596165.56,5633716.67,596186,5633676,49,28,120,8,8,65,6,3300,0.18,0.18,334,-30.2,1.5,-91.86,45.51749664
19 - high_buildings,109.21,Site1_2,595522.53,5634212.34,595621,5634184,43,15,146,3,8,65,6,3300,0.03,0.03,285.9,7,1.5,-76.98,102.4670508
7 - dense_urban,116.36,Site8_3,595922.19,5634056.05,595703,5633898,43,16,240,0,8,65,6,3300,0,0,54.2,-0.3,1.5,-82.6,270.2296405
1 - open,108.68,Site1_2,595522.53,5634212.34,595601,5634128,43,15,146,3,8,65,6,3300,0.03,0.03,317.1,-7.7,1.5,-74.46,115.1988563
19 - high_buildings,122.46,Site5_2,596165.56,5633716.67,596154,5633653,49,28,120,8,8,65,6,3300,0.18,0.18,10.6,1.3,1.5,-88.93,64.71091484
11 - open_in_urban,106.6,Site8_3,595922.19,5634056.05,595797,5633900,43,16,240,0,8,65,6,3300,0,0,38.7,-6.4,1.5,-72.31,200.0603374
7 - dense_urban,116.82,Site5_2,596165.56,5633716.67,596166,5633671,49,28,120,8,8,65,6,3300,0.18,0.18,0,-3.1,1.5,-82.27,45.6721195
19 - high_buildings,104.31,Site7_2,596216.91,5633488.93,596272,5633450,45,30,120,7,8,65,6,3300,0.14,0.14,305.3,-2.1,1.5,-70.66,67.45704559
7 - dense_urban,105.07,Site4_1,596192.35,5634069.44,596135,5634150,41,18,0,2,8,65,6,3300,0.01,0.01,144.9,2.6,1.5,-72.23,98.88850338
7 - dense_urban,106.96,Site3_3,595774.83,5633884.13,595719,5633861,49,17,240,3,8,65,6,3300,0.03,0.03,67.7,-23.6,1.5,-84.64,60.43166223
19 - high_buildings,133.13,Site3_2,595774.83,5633884.13,595813,5633636,49,30,120,5,8,65,6,3300,0.07,0.07,351.3,-5.8,1.5,-98.19,251.0486921
7 - dense_urban,121.87,Site5_2,596165.56,5633716.67,596194,5633647,49,28,120,8,8,65,6,3300,0.18,0.18,338.2,-1.1,1.5,-89.17,75.251196
1 - open,127.67,Site1_2,595522.53,5634212.34,595472,5634072,43,15,146,3,8,65,6,3300,0.03,0.03,20,-5.9,1.5,-92.73,149.1596343
19 - high_buildings,122.07,Site6_3,595864.14,5633631.83,595721,5633620,43,20,240,4,8,65,6,3300,0.05,0.05,85.2,5.8,1.5,-88.83,143.6280213
11 - open_in_urban,94.48,Site2_2,595886.47,5634321.74,595900,5634271,43,18,120,2,8,65,6,3300,0.01,0.01,344.6,-33.9,1.5,-65.33,52.5129365
19 - high_buildings,105.08,Site1_2,595522.53,5634212.34,595539,5634129,43,15,146,3,8,65,6,3300,0.03,0.03,349.1,12.3,1.5,-76.05,84.95184813
15 - dense_residential,118.4,Site3_3,595774.83,5633884.13,595715,5633878,49,17,240,3,8,65,6,3300,0.03,0.03,84.3,-33.9,1.5,-89.42,60.14321076
7 - dense_urban,110.11,Site8_2,595922.19,5634056.05,596106,5633847,49,21,120,1,8,65,6,3300,0,0,318.6,-5.6,1.5,-75.22,278.3666981
7 - dense_urban,112.26,Site1_2,595522.53,5634212.34,595674,5634124,43,15,146,3,8,65,6,3300,0.03,0.03,300.2,1.5,1.5,-78.27,175.3485572
11 - open_in_urban,109.05,Site5_3,596165.56,5633716.67,596091,5633619,47,13,240,8,8,65,6,3300,0.18,0.18,37.4,-5.3,1.5,-74.2,122.8764522
7 - dense_urban,120.39,Site5_3,596165.56,5633716.67,596013,5633686,47,13,240,8,8,65,6,3300,0.18,0.18,78.5,0.6,1.5,-85.64,155.6123469
19 - high_buildings,125.91,Site5_1,596165.56,5633716.67,596197,5633686,49,30,0,7,8,65,6,3300,0.14,0.14,315,-2,1.5,-91.89,43.92177706
19 - high_buildings,122.14,Site3_1,595774.83,5633884.13,595678,5634052,45,15,0,2,8,65,6,3300,0.01,0.01,150,-7.2,1.5,-88.18,193.7947001
19 - high_buildings,116.15,Site6_1,595864.14,5633631.83,595820,5633686,43,14,0,9,8,65,6,3300,0.23,0.23,140.8,15.6,1.5,-92.23,69.87652324
1 - open,125.01,Site7_1,596216.91,5633488.93,596170,5633659,44,15,0,6,8,65,6,3300,0.1,0.1,164.5,-4.4,1.5,-90.1,176.420954
1 - open,119.83,Site6_3,595864.14,5633631.83,595790,5633586,43,20,240,4,8,65,6,3300,0.05,0.05,58.1,-12,1.5,-88.1,87.16150813
15 - dense_residential,116.43,Site3_3,595774.83,5633884.13,595721,5633864,49,17,240,3,8,65,6,3300,0.03,0.03,69.7,-30.2,1.5,-88.97,57.47073864
19 - high_buildings,108.2,Site2_3,595886.47,5634321.74,595977,5633986,44,20,240,5,8,65,6,3300,0.07,0.07,344.8,-1.7,1.5,-74.07,347.731259
19 - high_buildings,116.71,Site5_1,596165.56,5633716.67,596175,5633674,49,30,0,7,8,65,6,3300,0.14,0.14,348.2,-3.3,1.5,-83.61,43.70174482
19 - high_buildings,109.29,Site3_1,595774.83,5633884.13,595746,5633916,45,15,0,2,8,65,6,3300,0.01,0.01,137.8,-17.4,1.5,-77.03,42.97517656
11 - open_in_urban,105.72,Site6_3,595864.14,5633631.83,595764,5633648,43,20,240,4,8,65,6,3300,0.05,0.05,99.1,-10.4,1.5,-72.44,101.437116
11 - open_in_urban,120.49,Site2_2,595886.47,5634321.74,596118,5634294,43,18,120,2,8,65,6,3300,0.01,0.01,276.9,-8.6,1.5,-86.37,233.1858669
1 - open,69.79,Site1_2,595522.53,5634212.34,595528,5634214,43,15,146,3,8,65,6,3300,0.03,0.03,248.2,-70.8,1.5,-40.15,5.716336239
19 - high_buildings,108.52,Site6_3,595864.14,5633631.83,595824,5633565,43,20,240,4,8,65,6,3300,0.05,0.05,30.8,7.7,1.5,-76.45,77.95812017
1 - open,110.17,Site8_2,595922.19,5634056.05,596039,5633953,49,21,120,1,8,65,6,3300,0,0,311.4,-10,1.5,-76.24,155.7686701
19 - high_buildings,114.58,Site5_3,596165.56,5633716.67,596000,5633680,47,13,240,8,8,65,6,3300,0.18,0.18,77.4,4.9,1.5,-80.68,169.5724108
19 - high_buildings,115.3,Site5_2,596165.56,5633716.67,596157,5633663,49,28,120,8,8,65,6,3300,0.18,0.18,9.5,1.6,1.5,-81.83,54.34834404
19 - high_buildings,116.76,Site6_1,595864.14,5633631.83,595850,5633685,43,14,0,9,8,65,6,3300,0.23,0.23,165.2,16.8,1.5,-88.65,55.0180743
19 - high_buildings,107.64,Site5_2,596165.56,5633716.67,596189,5633747,49,28,120,8,8,65,6,3300,0.18,0.18,217.5,0.8,1.5,-74.09,38.3320036
11 - open_in_urban,94.33,Site4_3,596192.35,5634069.44,596177,5634055,43,10,240,4,8,65,6,3300,0.05,0.05,47,-22.5,1.5,-66.93,21.07453677
22 - grass,105.41,Site8_1,595922.19,5634056.05,595898,5634172,46,22,0,2,8,65,6,3300,0.01,0.01,168.3,-8.4,1.5,-71.35,118.4464377
1 - open,92.48,Site8_1,595922.19,5634056.05,595926,5634186,46,22,0,2,8,65,6,3300,0.01,0.01,181.8,-12.4,1.5,-61.5,130.0058406
11 - open_in_urban,119.53,Site7_1,596216.91,5633488.93,596246,5633574,44,15,0,6,8,65,6,3300,0.1,0.1,198.8,-8.5,1.5,-84.66,89.90624561
11 - open_in_urban,105.01,Site8_1,595922.19,5634056.05,595796,5634177,46,22,0,2,8,65,6,3300,0.01,0.01,133.8,-9.3,1.5,-71.17,174.7936458
11 - open_in_urban,120.31,Site6_3,595864.14,5633631.83,595752,5633599,43,20,240,4,8,65,6,3300,0.05,0.05,73.6,-9,1.5,-85.85,116.8468592
19 - high_buildings,124.45,Site5_1,596165.56,5633716.67,596145,5633793,49,30,0,7,8,65,6,3300,0.14,0.14,164.6,3.3,1.5,-91.05,79.05050601
7 - dense_urban,96.01,Site3_2,595774.83,5633884.13,595818,5633828,49,30,120,5,8,65,6,3300,0.07,0.07,322.5,-35.6,1.5,-68.76,70.81119827
1 - open,112.93,Site7_3,596216.91,5633488.93,596126,5633493,47,23,240,3,8,65,6,3300,0.03,0.03,92.5,-13.3,1.5,-81.21,91.00106043
7 - dense_urban,76.35,Site2_2,595886.47,5634321.74,595894,5634317,43,18,120,2,8,65,6,3300,0.01,0.01,302,-63,1.5,-46.3,8.897668234
7 - dense_urban,86.21,Site2_2,595886.47,5634321.74,595894,5634302,43,18,120,2,8,65,6,3300,0.01,0.01,338.2,-39.1,1.5,-58.11,21.12743477
19 - high_buildings,107.8,Site1_1,595522.53,5634212.34,595557,5634249,47,20,0,2,8,65,6,3300,0.01,0.01,222.6,6.2,1.5,-75.51,50.32033883
7 - dense_urban,124.2,Site2_1,595886.47,5634321.74,595920,5634436,43,14,0,4,8,65,6,3300,0.05,0.05,196.6,-6,1.5,-89.29,119.0781613
7 - dense_urban,103.54,Site4_3,596192.35,5634069.44,596163,5634043,43,10,240,4,8,65,6,3300,0.05,0.05,48.1,15.1,1.5,-76.73,39.50311507
1 - open,110.26,Site2_2,595886.47,5634321.74,596081,5634291,43,18,120,2,8,65,6,3300,0.01,0.01,279,-10.2,1.5,-76.38,196.9438207
1 - open,121.12,Site4_1,596192.35,5634069.44,596196,5634049,41,18,0,2,8,65,6,3300,0.01,0.01,348.7,4.2,1.5,-86.74,20.76333547
19 - high_buildings,122.8,Site1_3,595522.53,5634212.34,595511,5634135,48,13,240,1,8,65,6,3300,0,0,8.9,9.1,1.5,-91.08,78.19473448
19 - high_buildings,135.64,Site5_1,596165.56,5633716.67,596139,5633821,49,30,0,7,8,65,6,3300,0.14,0.14,165.4,-0.3,1.5,-101.36,107.6577099
22 - grass,123.31,Site7_3,596216.91,5633488.93,596113,5633453,47,23,240,3,8,65,6,3300,0.03,0.03,70.9,-11.1,1.5,-89.7,109.9465916
7 - dense_urban,121.97,Site8_3,595922.19,5634056.05,595717,5634020,43,16,240,0,8,65,6,3300,0,0,80,-0.4,1.5,-87.01,208.3327593
1 - open,127.39,Site8_2,595922.19,5634056.05,596092,5633832,49,21,120,1,8,65,6,3300,0,0,322.8,-4.4,1.5,-92.58,281.1295762
19 - high_buildings,123.02,Site3_2,595774.83,5633884.13,595796,5633679,49,30,120,5,8,65,6,3300,0.07,0.07,354.2,-8.1,1.5,-88.04,206.2195088
11 - open_in_urban,108.5,Site7_2,596216.91,5633488.93,596321,5633462,45,30,120,7,8,65,6,3300,0.14,0.14,284.6,-14.9,1.5,-74.11,107.5172219
12 - parks_in_urban,121.61,Site8_2,595922.19,5634056.05,596206,5634003,49,21,120,1,8,65,6,3300,0,0,280.6,-2.9,1.5,-86.63,288.7255074
19 - high_buildings,113.25,Site3_3,595774.83,5633884.13,595736,5633854,49,17,240,3,8,65,6,3300,0.03,0.03,52.4,-10.9,1.5,-80.09,49.14860934
7 - dense_urban,118.52,Site8_3,595922.19,5634056.05,595722,5634028,43,16,240,0,8,65,6,3300,0,0,82,-0.4,1.5,-83.64,202.1455876
8 - block_of_buildings,115.66,Site2_3,595886.47,5634321.74,595843,5634226,44,20,240,5,8,65,6,3300,0.07,0.07,24.1,-6.8,1.5,-82.19,105.1465097
1 - open,115.04,Site3_3,595774.83,5633884.13,595724,5633885,49,17,240,3,8,65,6,3300,0.03,0.03,91.1,-38.4,1.5,-86.92,50.83744486
7 - dense_urban,107.1,Site1_2,595522.53,5634212.34,595587,5634072,43,15,146,3,8,65,6,3300,0.03,0.03,335.4,-0.6,1.5,-72.96,154.4399446
1 - open,80.77,Site8_2,595922.19,5634056.05,595939,5634038,49,21,120,1,8,65,6,3300,0,0,316.6,-48,1.5,-55.29,24.66533195
19 - high_buildings,115.84,Site3_1,595774.83,5633884.13,595738,5633949,45,15,0,2,8,65,6,3300,0.01,0.01,150.4,-13.2,1.5,-82.6,74.59601732
7 - dense_urban,105.8,Site2_3,595886.47,5634321.74,595820,5634370,44,20,240,5,8,65,6,3300,0.07,0.07,126,-10.8,1.5,-71.4,82.1418803
15 - dense_residential,115.51,Site3_3,595774.83,5633884.13,595714,5633880,49,17,240,3,8,65,6,3300,0.03,0.03,86.2,-19.4,1.5,-86.24,60.97004018
19 - high_buildings,115.96,Site5_2,596165.56,5633716.67,596154,5633655,49,28,120,8,8,65,6,3300,0.18,0.18,11,1.4,1.5,-82.45,62.74410331
1 - open,111.22,Site1_3,595522.53,5634212.34,595460,5634084,48,13,240,1,8,65,6,3300,0,0,26.2,-5.4,1.5,-78.02,142.7625879
19 - high_buildings,110.1,Site5_2,596165.56,5633716.67,596167,5633711,49,28,120,8,8,65,6,3300,0.18,0.18,350.5,4.7,1.5,-78.39,5.85
7 - dense_urban,98.05,Site6_2,595864.14,5633631.83,595875,5633596,48,18,120,2,8,65,6,3300,0.01,0.01,343,8.3,1.5,-68.55,37.4396648
5 - residential,87.88,Site8_1,595922.19,5634056.05,595974,5634303,46,22,0,2,8,65,6,3300,0.01,0.01,191.9,-4.4,1.5,-53.27,252.3263335
11 - open_in_urban,118.73,Site6_1,595864.14,5633631.83,595932,5633744,43,14,0,9,8,65,6,3300,0.23,0.23,211.3,-5.4,1.5,-84.97,131.0995366
15 - dense_residential,122.76,Site8_1,595922.19,5634056.05,595829,5634399,46,22,0,2,8,65,6,3300,0.01,0.01,164.8,-3.6,1.5,-87.87,355.3858165
7 - dense_urban,96.6,Site5_3,596165.56,5633716.67,596118,5633697,47,13,240,8,8,65,6,3300,0.18,0.18,67.4,14.6,1.5,-69.25,51.46710114
19 - high_buildings,118.9,Site3_3,595774.83,5633884.13,595720,5633888,49,17,240,3,8,65,6,3300,0.03,0.03,94.2,-15.7,1.5,-88.55,54.9664061
7 - dense_urban,92.58,Site8_3,595922.19,5634056.05,595739,5634039,43,16,240,0,8,65,6,3300,0,0,84.7,-0.5,1.5,-57.91,183.9817344
19 - high_buildings,116.37,Site7_1,596216.91,5633488.93,596274,5633544,44,15,0,6,8,65,6,3300,0.1,0.1,226,9,1.5,-84.37,79.32195787
19 - high_buildings,119.97,Site6_1,595864.14,5633631.83,595895,5633751,43,14,0,9,8,65,6,3300,0.23,0.23,194.6,8.1,1.5,-87.65,123.1008875
15 - dense_residential,106.45,Site4_3,596192.35,5634069.44,596127,5634066,43,10,240,4,8,65,6,3300,0.05,0.05,87.4,-3.1,1.5,-72.08,65.44047753
22 - grass,113.84,Site6_2,595864.14,5633631.83,595891,5633557,48,18,120,2,8,65,6,3300,0.01,0.01,340.2,-11.7,1.5,-83.48,79.50464452
1 - open,115.8,Site4_3,596192.35,5634069.44,596113,5634035,43,10,240,4,8,65,6,3300,0.05,0.05,66.7,-3.7,1.5,-81.86,86.50165374
11 - open_in_urban,119.45,Site8_1,595922.19,5634056.05,595927,5634380,46,22,0,2,8,65,6,3300,0.01,0.01,180.9,-5,1.5,-87.26,323.9857074
7 - dense_urban,113.54,Site1_1,595522.53,5634212.34,595570,5634301,47,20,0,2,8,65,6,3300,0.01,0.01,207.8,-1.4,1.5,-79.51,100.5683673
19 - high_buildings,121.3,Site2_3,595886.47,5634321.74,595695,5634129,44,20,240,5,8,65,6,3300,0.07,0.07,44.7,-2,1.5,-87.06,271.6789806
9 - commercial_industrial,98.71,Site1_1,595522.53,5634212.34,595512,5634296,47,20,0,2,8,65,6,3300,0.01,0.01,172.5,-1.7,1.5,-64.88,84.32008361
1 - open,104.56,Site2_1,595886.47,5634321.74,595832,5634353,43,14,0,4,8,65,6,3300,0.05,0.05,119.9,-17.4,1.5,-73.86,62.80261539
19 - high_buildings,115.73,Site3_3,595774.83,5633884.13,595733,5633851,49,17,240,3,8,65,6,3300,0.03,0.03,51.8,-10.1,1.5,-82.27,53.36052661
7 - dense_urban,121.23,Site1_1,595522.53,5634212.34,595438,5634275,47,20,0,2,8,65,6,3300,0.01,0.01,126.5,0.8,1.5,-86.76,105.2216541
1 - open,106.02,Site1_3,595522.53,5634212.34,595509,5634166,48,13,240,1,8,65,6,3300,0,0,16.9,-15.7,1.5,-73.3,48.27480192
22 - grass,100.82,Site4_3,596192.35,5634069.44,596186,5634020,43,10,240,4,8,65,6,3300,0.05,0.05,7,-9.8,1.5,-66.64,49.84612422
7 - dense_urban,114.95,Site4_2,596192.35,5634069.44,596221,5634042,44,14,120,6,8,65,6,3300,0.1,0.1,313,-10.7,1.5,-80.5,39.67084698
1 - open,125.18,Site3_2,595774.83,5633884.13,595998,5633690,49,30,120,5,8,65,6,3300,0.07,0.07,311,-11.8,1.5,-90.69,295.7892929
19 - high_buildings,118.96,Site7_1,596216.91,5633488.93,596162,5633627,44,15,0,6,8,65,6,3300,0.1,0.1,158.3,5.2,1.5,-85.92,148.5881321
7 - dense_urban,119.83,Site2_1,595886.47,5634321.74,595889,5634423,43,14,0,4,8,65,6,3300,0.05,0.05,181.7,-9.3,1.5,-87.62,101.2916013
11 - open_in_urban,109.67,Site4_1,596192.35,5634069.44,596207,5634126,41,18,0,2,8,65,6,3300,0.01,0.01,194.7,-15.6,1.5,-76.94,58.42650169
7 - dense_urban,124.34,Site5_1,596165.56,5633716.67,596195,5633651,49,30,0,7,8,65,6,3300,0.14,0.14,336.3,-2.8,1.5,-90.9,71.96709317
1 - open,120.84,Site6_3,595864.14,5633631.83,595753,5633635,43,20,240,4,8,65,6,3300,0.05,0.05,91.5,-1.8,1.5,-87.2,111.1851991
7 - dense_urban,106.74,Site5_2,596165.56,5633716.67,596157,5633674,49,28,120,8,8,65,6,3300,0.18,0.18,11.8,-2,1.5,-72.6,43.52013902
11 - open_in_urban,114.86,Site5_1,596165.56,5633716.67,596111,5633832,49,30,0,7,8,65,6,3300,0.14,0.14,154.4,-12.6,1.5,-80.81,127.5844916
19 - high_buildings,113.7,Site2_3,595886.47,5634321.74,595696,5634058,44,20,240,5,8,65,6,3300,0.07,0.07,35.7,-1.3,1.5,-79.78,325.3269256
19 - high_buildings,118.39,Site5_3,596165.56,5633716.67,595999,5633670,47,13,240,8,8,65,6,3300,0.18,0.18,74.3,4.8,1.5,-84.56,172.9749187
7 - dense_urban,115.76,Site4_3,596192.35,5634069.44,596158,5634005,43,10,240,4,8,65,6,3300,0.05,0.05,28,10.6,1.5,-85.58,73.02353114
19 - high_buildings,123.34,Site3_2,595774.83,5633884.13,595904,5633780,49,30,120,5,8,65,6,3300,0.07,0.07,308.9,-5.7,1.5,-89.17,165.9154779
19 - high_buildings,105.93,Site3_1,595774.83,5633884.13,595755,5633937,45,15,0,2,8,65,6,3300,0.01,0.01,159.3,-21.7,1.5,-75.37,56.46650157
19 - high_buildings,105.12,Site3_2,595774.83,5633884.13,595816,5633876,49,30,120,5,8,65,6,3300,0.07,0.07,281,-40.4,1.5,-75.97,41.96505451
11 - open_in_urban,116.27,Site2_1,595886.47,5634321.74,595932,5634361,43,14,0,4,8,65,6,3300,0.05,0.05,229.7,-27.6,1.5,-90.4,60.11928559
1 - open,106.28,Site5_2,596165.56,5633716.67,596177,5633694,49,28,120,8,8,65,6,3300,0.18,0.18,334.4,-46.1,1.5,-78.08,25.39296162
7 - dense_urban,111.36,Site5_3,596165.56,5633716.67,596124,5633657,47,13,240,8,8,65,6,3300,0.18,0.18,35,10.4,1.5,-79.89,72.71686531
